slot,epoch,has_block,block_root,confirmed,confirmed_root,confirmed_slot,confirmation_delay_slots,head_root,finalized_epoch,justified_epoch,num_attestations_injected,is_epoch_boundary,is_missed_slot,fcr_eval_duration_us
13942163,435692,true,0x95584a0f87ce08f35f4fdadbcb837b032c1e11050034d50b830c5999e7222be8,true,0x95584a0f87ce08f35f4fdadbcb837b032c1e11050034d50b830c5999e7222be8,13942163,0,0x95584a0f87ce08f35f4fdadbcb837b032c1e11050034d50b830c5999e7222be8,435690,435691,8,false,false,0
13942164,435692,true,0xa51bd90cab2e07dfee23d4a6fc85f4d56c219be8aaf460242fb8a77103151c8f,true,0xa51bd90cab2e07dfee23d4a6fc85f4d56c219be8aaf460242fb8a77103151c8f,13942164,0,0xa51bd90cab2e07dfee23d4a6fc85f4d56c219be8aaf460242fb8a77103151c8f,435690,435691,2,false,false,0
13942165,435692,true,0xb29097482dcb5da268b51b5be363b78a0da0db59b7dc3c475de0770438a90365,true,0xb29097482dcb5da268b51b5be363b78a0da0db59b7dc3c475de0770438a90365,13942165,0,0xb29097482dcb5da268b51b5be363b78a0da0db59b7dc3c475de0770438a90365,435690,435691,8,false,false,0
13942166,435692,true,0xdb9afd9a48c669066fe0c80ce9e7592caa0336659fdf9cee701f875a49e2fdc4,true,0xdb9afd9a48c669066fe0c80ce9e7592caa0336659fdf9cee701f875a49e2fdc4,13942166,0,0xdb9afd9a48c669066fe0c80ce9e7592caa0336659fdf9cee701f875a49e2fdc4,435690,435691,3,false,false,0
13942167,435692,true,0x7096ba277dff420a618bc3dda87884c7acce07ec508ad325c50fc54b13180dcd,true,0xdb9afd9a48c669066fe0c80ce9e7592caa0336659fdf9cee701f875a49e2fdc4,13942166,1,0x7096ba277dff420a618bc3dda87884c7acce07ec508ad325c50fc54b13180dcd,435690,435691,4,false,false,0
13942168,435692,true,0xeb57210bf5f90c1080e789500503e59f8bf7efb912e33b936ff2fa2fad99f261,true,0xeb57210bf5f90c1080e789500503e59f8bf7efb912e33b936ff2fa2fad99f261,13942168,0,0xeb57210bf5f90c1080e789500503e59f8bf7efb912e33b936ff2fa2fad99f261,435690,435691,6,false,false,0
13942169,435692,true,0xde05fca73abeadc4fd4ee57db955d70fdc47069abee843fd14f88bcb92b6385d,true,0xde05fca73abeadc4fd4ee57db955d70fdc47069abee843fd14f88bcb92b6385d,13942169,0,0xde05fca73abeadc4fd4ee57db955d70fdc47069abee843fd14f88bcb92b6385d,435690,435691,8,false,false,0
13942170,435692,true,0x66ea9828ee00f6b1312de23d1d83cf6d4b73d43b036a90ca274bd2488a5eb714,true,0x66ea9828ee00f6b1312de23d1d83cf6d4b73d43b036a90ca274bd2488a5eb714,13942170,0,0x66ea9828ee00f6b1312de23d1d83cf6d4b73d43b036a90ca274bd2488a5eb714,435690,435691,8,false,false,0
13942171,435692,true,0x26798b68ee11b42918a1f6cf0f2184f015c2ec0681122eb48586ce8afcca382c,true,0x26798b68ee11b42918a1f6cf0f2184f015c2ec0681122eb48586ce8afcca382c,13942171,0,0x26798b68ee11b42918a1f6cf0f2184f015c2ec0681122eb48586ce8afcca382c,435690,435691,3,false,false,0
13942172,435692,true,0xf4bbe07a971033f68547b8ca774a897f771b4a4f21a39fadef8d23953ef8d535,true,0xf4bbe07a971033f68547b8ca774a897f771b4a4f21a39fadef8d23953ef8d535,13942172,0,0xf4bbe07a971033f68547b8ca774a897f771b4a4f21a39fadef8d23953ef8d535,435690,435691,5,false,false,0
13942173,435692,true,0x7b9c271dbc3f72305f206a1e0b1a157bb60eb09a3dea47b07d7771fa07d80492,true,0x7b9c271dbc3f72305f206a1e0b1a157bb60eb09a3dea47b07d7771fa07d80492,13942173,0,0x7b9c271dbc3f72305f206a1e0b1a157bb60eb09a3dea47b07d7771fa07d80492,435690,435691,7,false,false,0
13942174,435692,true,0x0a07d7bee121de9657d85327e5708de5dd569a048b92c8613708833c5fa0fa94,true,0x0a07d7bee121de9657d85327e5708de5dd569a048b92c8613708833c5fa0fa94,13942174,0,0x0a07d7bee121de9657d85327e5708de5dd569a048b92c8613708833c5fa0fa94,435690,435691,4,false,false,0
13942175,435692,true,0xf82d4b90bff2d9f25e3accb6639609e42ee77d38662d0085b536091bab31a773,true,0xf82d4b90bff2d9f25e3accb6639609e42ee77d38662d0085b536091bab31a773,13942175,0,0xf82d4b90bff2d9f25e3accb6639609e42ee77d38662d0085b536091bab31a773,435691,435692,8,false,false,0
13942176,435693,true,0x43ad0b1d07a5381ac3f41ccdc1c40dc40e849a578759dd1fa11d40a2b7d8b75b,true,0x43ad0b1d07a5381ac3f41ccdc1c40dc40e849a578759dd1fa11d40a2b7d8b75b,13942176,0,0x43ad0b1d07a5381ac3f41ccdc1c40dc40e849a578759dd1fa11d40a2b7d8b75b,435691,435692,8,true,false,0
13942177,435693,true,0x64ea190410adb4530d29d5f02e7751f305bb96f17483568158eb7fb2ff69faa0,true,0x64ea190410adb4530d29d5f02e7751f305bb96f17483568158eb7fb2ff69faa0,13942177,0,0x64ea190410adb4530d29d5f02e7751f305bb96f17483568158eb7fb2ff69faa0,435691,435692,7,false,false,0
13942178,435693,true,0xf0b0c66884a211c3c6403694cc00ca6faec40cfbed6995149d79d437f34b4297,true,0xf0b0c66884a211c3c6403694cc00ca6faec40cfbed6995149d79d437f34b4297,13942178,0,0xf0b0c66884a211c3c6403694cc00ca6faec40cfbed6995149d79d437f34b4297,435691,435692,1,false,false,0
13942179,435693,true,0xdf4f1467bdb471a70cca7652140479308847d54f1e8fb1eef3572035d556c2e1,true,0xdf4f1467bdb471a70cca7652140479308847d54f1e8fb1eef3572035d556c2e1,13942179,0,0xdf4f1467bdb471a70cca7652140479308847d54f1e8fb1eef3572035d556c2e1,435691,435692,3,false,false,0
13942180,435693,true,0x0727b77b8d0e5c43a1b518516ab441757aeab80f7d8258e3c70b398e0cbd29d9,true,0x0727b77b8d0e5c43a1b518516ab441757aeab80f7d8258e3c70b398e0cbd29d9,13942180,0,0x0727b77b8d0e5c43a1b518516ab441757aeab80f7d8258e3c70b398e0cbd29d9,435691,435692,8,false,false,0
13942181,435693,true,0x51ee4579f162a7a17f392419148aeff182b05900f3f2df5b9b33c6a171f90422,true,0x51ee4579f162a7a17f392419148aeff182b05900f3f2df5b9b33c6a171f90422,13942181,0,0x51ee4579f162a7a17f392419148aeff182b05900f3f2df5b9b33c6a171f90422,435691,435692,2,false,false,0
13942182,435693,true,0xa2dac73e9b6ddd3998a6f9055d60978e31914d6fba10e048fadc83d6b826d036,true,0xa2dac73e9b6ddd3998a6f9055d60978e31914d6fba10e048fadc83d6b826d036,13942182,0,0xa2dac73e9b6ddd3998a6f9055d60978e31914d6fba10e048fadc83d6b826d036,435691,435692,3,false,false,0
13942183,435693,true,0x1213b1bea406be23d01c440a2a0e97c5b705ba6990414a7a6d482e3a9fb8a4e0,true,0x1213b1bea406be23d01c440a2a0e97c5b705ba6990414a7a6d482e3a9fb8a4e0,13942183,0,0x1213b1bea406be23d01c440a2a0e97c5b705ba6990414a7a6d482e3a9fb8a4e0,435691,435692,2,false,false,0
13942184,435693,true,0x03a7044363288f2ac0d6f78820369af9afc8ea8bc6660bfb398026695aa7def3,true,0x03a7044363288f2ac0d6f78820369af9afc8ea8bc6660bfb398026695aa7def3,13942184,0,0x03a7044363288f2ac0d6f78820369af9afc8ea8bc6660bfb398026695aa7def3,435691,435692,7,false,false,0
13942185,435693,true,0xd0a2d33181021deb80b9b920bda7c57b2123ecbc34cd80fd9ad4329a99f3274e,true,0xd0a2d33181021deb80b9b920bda7c57b2123ecbc34cd80fd9ad4329a99f3274e,13942185,0,0xd0a2d33181021deb80b9b920bda7c57b2123ecbc34cd80fd9ad4329a99f3274e,435691,435692,2,false,false,0
13942186,435693,true,0x977f3b2366a933f657e11dcd0df5e1ad2e4add570bf259ec47faef891896014e,true,0x977f3b2366a933f657e11dcd0df5e1ad2e4add570bf259ec47faef891896014e,13942186,0,0x977f3b2366a933f657e11dcd0df5e1ad2e4add570bf259ec47faef891896014e,435691,435692,2,false,false,0
13942187,435693,true,0x143b92217054e32c9109681e4bc52ebe2f758f45eb77537cb5c2008a8db32b1b,true,0x143b92217054e32c9109681e4bc52ebe2f758f45eb77537cb5c2008a8db32b1b,13942187,0,0x143b92217054e32c9109681e4bc52ebe2f758f45eb77537cb5c2008a8db32b1b,435691,435692,2,false,false,0
13942188,435693,true,0x0e8a82497a3f62f9e46eda301fb70f8b905a62c9ca040cf86f4f51cd264c610d,true,0x0e8a82497a3f62f9e46eda301fb70f8b905a62c9ca040cf86f4f51cd264c610d,13942188,0,0x0e8a82497a3f62f9e46eda301fb70f8b905a62c9ca040cf86f4f51cd264c610d,435691,435692,6,false,false,0
13942189,435693,true,0x552497c25320271a252d0b5168fad88587122282d64c91000176c2819dc73610,true,0x552497c25320271a252d0b5168fad88587122282d64c91000176c2819dc73610,13942189,0,0x552497c25320271a252d0b5168fad88587122282d64c91000176c2819dc73610,435691,435692,1,false,false,0
13942190,435693,true,0x401ff66168be8e344d2544a4b912079bdb90a99300085133bfe03e1fc4e341d7,true,0x401ff66168be8e344d2544a4b912079bdb90a99300085133bfe03e1fc4e341d7,13942190,0,0x401ff66168be8e344d2544a4b912079bdb90a99300085133bfe03e1fc4e341d7,435691,435692,2,false,false,0
13942191,435693,true,0x2d131939cfed6fa4eeafa5da92271638859b01d7994353572dc992182b47263e,true,0x2d131939cfed6fa4eeafa5da92271638859b01d7994353572dc992182b47263e,13942191,0,0x2d131939cfed6fa4eeafa5da92271638859b01d7994353572dc992182b47263e,435691,435692,1,false,false,0
13942192,435693,true,0x9a4d260ac31be5487b320f6b288148279fa421e901051c359cf5c827a8536cb4,true,0x9a4d260ac31be5487b320f6b288148279fa421e901051c359cf5c827a8536cb4,13942192,0,0x9a4d260ac31be5487b320f6b288148279fa421e901051c359cf5c827a8536cb4,435691,435692,2,false,false,0
13942193,435693,true,0x44ecbc75dbe7a871203c847a5d617b582b4629c72b0ae43946718df561c0a659,true,0x44ecbc75dbe7a871203c847a5d617b582b4629c72b0ae43946718df561c0a659,13942193,0,0x44ecbc75dbe7a871203c847a5d617b582b4629c72b0ae43946718df561c0a659,435691,435692,4,false,false,0
13942194,435693,true,0x8337ef842c040f312d3bf5947779625efc4d70de76e1b1c988f1f597b19e34a9,true,0x8337ef842c040f312d3bf5947779625efc4d70de76e1b1c988f1f597b19e34a9,13942194,0,0x8337ef842c040f312d3bf5947779625efc4d70de76e1b1c988f1f597b19e34a9,435691,435692,2,false,false,0
13942195,435693,true,0x812cc9092029c99152758aa1877982043793c54a2e49c14c6d40e8e1ddc0a9be,true,0x812cc9092029c99152758aa1877982043793c54a2e49c14c6d40e8e1ddc0a9be,13942195,0,0x812cc9092029c99152758aa1877982043793c54a2e49c14c6d40e8e1ddc0a9be,435691,435692,4,false,false,0
13942196,435693,true,0xebf29ea999bd83f685f23bc324c1aed1dc89cc5545657bd83926a4fedee685f0,true,0xebf29ea999bd83f685f23bc324c1aed1dc89cc5545657bd83926a4fedee685f0,13942196,0,0xebf29ea999bd83f685f23bc324c1aed1dc89cc5545657bd83926a4fedee685f0,435691,435692,8,false,false,0
13942197,435693,true,0x3c1f7f4248a5b8ebd9573e2702cd174b02c5bd3a28f9e0a7113cedbae2e7c4e7,true,0x3c1f7f4248a5b8ebd9573e2702cd174b02c5bd3a28f9e0a7113cedbae2e7c4e7,13942197,0,0x3c1f7f4248a5b8ebd9573e2702cd174b02c5bd3a28f9e0a7113cedbae2e7c4e7,435691,435692,2,false,false,0
13942198,435693,true,0x197d339854d26d444f9c03a3ed5cd39321b446df325e832f22e8336e8d2e9957,true,0x197d339854d26d444f9c03a3ed5cd39321b446df325e832f22e8336e8d2e9957,13942198,0,0x197d339854d26d444f9c03a3ed5cd39321b446df325e832f22e8336e8d2e9957,435691,435692,5,false,false,0
13942199,435693,true,0xcb667009fb4d07e9e9a3d2f753dc77b805a0a174674006f2812ab1b5018e3870,true,0xcb667009fb4d07e9e9a3d2f753dc77b805a0a174674006f2812ab1b5018e3870,13942199,0,0xcb667009fb4d07e9e9a3d2f753dc77b805a0a174674006f2812ab1b5018e3870,435691,435692,5,false,false,0
13942200,435693,true,0x663187ddcf9f568ab6783f81f0a926608fa7a3de585cf9432e69f999b4899c3a,true,0x663187ddcf9f568ab6783f81f0a926608fa7a3de585cf9432e69f999b4899c3a,13942200,0,0x663187ddcf9f568ab6783f81f0a926608fa7a3de585cf9432e69f999b4899c3a,435691,435692,2,false,false,0
13942201,435693,true,0xa6ebc89f9107446cc2e104033cbb71ace0a3b0c87f04e70f618bdaad13685895,true,0xa6ebc89f9107446cc2e104033cbb71ace0a3b0c87f04e70f618bdaad13685895,13942201,0,0xa6ebc89f9107446cc2e104033cbb71ace0a3b0c87f04e70f618bdaad13685895,435691,435692,4,false,false,0
13942202,435693,true,0xba1e6047415e03d236bf2c4de13cd9428f2241b7695429757d3ef7ceaf86ae60,true,0xba1e6047415e03d236bf2c4de13cd9428f2241b7695429757d3ef7ceaf86ae60,13942202,0,0xba1e6047415e03d236bf2c4de13cd9428f2241b7695429757d3ef7ceaf86ae60,435691,435692,5,false,false,0
13942203,435693,true,0x3a580e8a32d5599e9af3cf91815d13bd1b477b8c16ce448a5a94adf022300c71,true,0x3a580e8a32d5599e9af3cf91815d13bd1b477b8c16ce448a5a94adf022300c71,13942203,0,0x3a580e8a32d5599e9af3cf91815d13bd1b477b8c16ce448a5a94adf022300c71,435691,435692,2,false,false,0
13942204,435693,true,0xf3827da3c7bf1e9981aad170c3c3cb05adaafd8bb9710ab45de520c05cc1a774,true,0xf3827da3c7bf1e9981aad170c3c3cb05adaafd8bb9710ab45de520c05cc1a774,13942204,0,0xf3827da3c7bf1e9981aad170c3c3cb05adaafd8bb9710ab45de520c05cc1a774,435691,435692,2,false,false,0
13942205,435693,true,0xb3dc3363210eeafc78c7c0459f5f11bab41d103040ca9b62b0cfeef2c1f34b1a,true,0xb3dc3363210eeafc78c7c0459f5f11bab41d103040ca9b62b0cfeef2c1f34b1a,13942205,0,0xb3dc3363210eeafc78c7c0459f5f11bab41d103040ca9b62b0cfeef2c1f34b1a,435691,435692,2,false,false,0
13942206,435693,true,0xc63b8aca2c25c3b34b07f7961df815df00b3105ca62d020df386a0e3ead18b02,true,0xc63b8aca2c25c3b34b07f7961df815df00b3105ca62d020df386a0e3ead18b02,13942206,0,0xc63b8aca2c25c3b34b07f7961df815df00b3105ca62d020df386a0e3ead18b02,435691,435692,4,false,false,0
13942207,435693,true,0x9672ee8a7d36d5ca1047c5f12d40cf0df5835e0147acfbe38b069003d9a2fd4f,true,0x9672ee8a7d36d5ca1047c5f12d40cf0df5835e0147acfbe38b069003d9a2fd4f,13942207,0,0x9672ee8a7d36d5ca1047c5f12d40cf0df5835e0147acfbe38b069003d9a2fd4f,435692,435693,2,false,false,0
13942208,435694,true,0xe7e94263998047919585d24b2c77acddc4c4f959d26857f8d6566bdf23b283f0,true,0xe7e94263998047919585d24b2c77acddc4c4f959d26857f8d6566bdf23b283f0,13942208,0,0xe7e94263998047919585d24b2c77acddc4c4f959d26857f8d6566bdf23b283f0,435692,435693,5,true,false,0
13942209,435694,true,0x4ba912d420d0594dd773a22391cbb782ea8e62f0b19fbd0fc56d26a86c7e9744,true,0x4ba912d420d0594dd773a22391cbb782ea8e62f0b19fbd0fc56d26a86c7e9744,13942209,0,0x4ba912d420d0594dd773a22391cbb782ea8e62f0b19fbd0fc56d26a86c7e9744,435692,435693,4,false,false,0
13942210,435694,true,0x2da721dfcdaac4241b58944a5630124db10c7ce9d47d280ee548d49ea170c482,true,0x2da721dfcdaac4241b58944a5630124db10c7ce9d47d280ee548d49ea170c482,13942210,0,0x2da721dfcdaac4241b58944a5630124db10c7ce9d47d280ee548d49ea170c482,435692,435693,2,false,false,0
13942211,435694,true,0xcebf797dee762432f7300de5fbed39770b1a454e58be5f880c63ea025d075d77,true,0xcebf797dee762432f7300de5fbed39770b1a454e58be5f880c63ea025d075d77,13942211,0,0xcebf797dee762432f7300de5fbed39770b1a454e58be5f880c63ea025d075d77,435692,435693,5,false,false,0
13942212,435694,true,0x7e97edaae82a5c962e21c8abfa3a90a46077c96ac29e52cd10eed2f451e8aa89,true,0x7e97edaae82a5c962e21c8abfa3a90a46077c96ac29e52cd10eed2f451e8aa89,13942212,0,0x7e97edaae82a5c962e21c8abfa3a90a46077c96ac29e52cd10eed2f451e8aa89,435692,435693,6,false,false,0
13942213,435694,true,0x19483fd216119ef0ad145b007ef9384100fd42a20f1a73103382ad58c1bf3778,true,0x19483fd216119ef0ad145b007ef9384100fd42a20f1a73103382ad58c1bf3778,13942213,0,0x19483fd216119ef0ad145b007ef9384100fd42a20f1a73103382ad58c1bf3778,435692,435693,3,false,false,0
13942214,435694,true,0xa32e2dec6d5ef76276d765b36fc8f6a39aff480784c070d0bb88cf60c892c288,true,0xa32e2dec6d5ef76276d765b36fc8f6a39aff480784c070d0bb88cf60c892c288,13942214,0,0xa32e2dec6d5ef76276d765b36fc8f6a39aff480784c070d0bb88cf60c892c288,435692,435693,2,false,false,0
13942215,435694,true,0x6106997483022b2c6c5c2a241f1fd1a381bd5b8619d1dd2b2430e222c7619332,true,0x6106997483022b2c6c5c2a241f1fd1a381bd5b8619d1dd2b2430e222c7619332,13942215,0,0x6106997483022b2c6c5c2a241f1fd1a381bd5b8619d1dd2b2430e222c7619332,435692,435693,3,false,false,0
13942216,435694,true,0x8a7f683310cdfc400146ac7630dedf99356bedb9b55d8d6e5467d14e12071f99,true,0x8a7f683310cdfc400146ac7630dedf99356bedb9b55d8d6e5467d14e12071f99,13942216,0,0x8a7f683310cdfc400146ac7630dedf99356bedb9b55d8d6e5467d14e12071f99,435692,435693,8,false,false,0
13942217,435694,true,0x3b49befc37a2aea2cf501ca5d8d356ccdf0085fe7e56612bb0f0eb2ff8cf4016,true,0x3b49befc37a2aea2cf501ca5d8d356ccdf0085fe7e56612bb0f0eb2ff8cf4016,13942217,0,0x3b49befc37a2aea2cf501ca5d8d356ccdf0085fe7e56612bb0f0eb2ff8cf4016,435692,435693,2,false,false,0
13942218,435694,true,0x5d571b6003e0a1bca41f5684d7b95a980001d0cb5a8569e2b1f594f4034bfca9,true,0x5d571b6003e0a1bca41f5684d7b95a980001d0cb5a8569e2b1f594f4034bfca9,13942218,0,0x5d571b6003e0a1bca41f5684d7b95a980001d0cb5a8569e2b1f594f4034bfca9,435692,435693,2,false,false,0
13942219,435694,true,0xf9cdd51c916d0e715b3f46e6613efb017ecfa12805e092f32d994b0347ea54a3,true,0xf9cdd51c916d0e715b3f46e6613efb017ecfa12805e092f32d994b0347ea54a3,13942219,0,0xf9cdd51c916d0e715b3f46e6613efb017ecfa12805e092f32d994b0347ea54a3,435692,435693,8,false,false,0
13942220,435694,true,0x20800fa8a153cd70887f6cb28ba6f6cfee929103acdb3047eed9eb315c332a44,true,0x20800fa8a153cd70887f6cb28ba6f6cfee929103acdb3047eed9eb315c332a44,13942220,0,0x20800fa8a153cd70887f6cb28ba6f6cfee929103acdb3047eed9eb315c332a44,435692,435693,4,false,false,0
13942221,435694,true,0x5acb1bce42031d7ea36e39478ff59b549ec6b2b777b1f0c5f6a5d2645b2c72c3,true,0x5acb1bce42031d7ea36e39478ff59b549ec6b2b777b1f0c5f6a5d2645b2c72c3,13942221,0,0x5acb1bce42031d7ea36e39478ff59b549ec6b2b777b1f0c5f6a5d2645b2c72c3,435692,435693,2,false,false,0
13942222,435694,true,0x10996b505f5f3c9ec463db62056e3cb2ef905626f41dfe4b65c33c1103e4d588,true,0x10996b505f5f3c9ec463db62056e3cb2ef905626f41dfe4b65c33c1103e4d588,13942222,0,0x10996b505f5f3c9ec463db62056e3cb2ef905626f41dfe4b65c33c1103e4d588,435692,435693,4,false,false,0
13942223,435694,true,0x7589d54b5ea8e69c144dd2951fbbfd71220db6c5c69ed967228dfaa5c4ca0774,true,0x7589d54b5ea8e69c144dd2951fbbfd71220db6c5c69ed967228dfaa5c4ca0774,13942223,0,0x7589d54b5ea8e69c144dd2951fbbfd71220db6c5c69ed967228dfaa5c4ca0774,435692,435693,6,false,false,0
13942224,435694,true,0x34523073159d5843dd29bdf9fb46895b51544d75504fdc39518e2b7ad5e82810,true,0x34523073159d5843dd29bdf9fb46895b51544d75504fdc39518e2b7ad5e82810,13942224,0,0x34523073159d5843dd29bdf9fb46895b51544d75504fdc39518e2b7ad5e82810,435692,435693,8,false,false,0
13942225,435694,true,0xe9d6be64d57d63d410cc85922484d497e6e18d1dba7a4fcbae570ad485afd111,true,0xe9d6be64d57d63d410cc85922484d497e6e18d1dba7a4fcbae570ad485afd111,13942225,0,0xe9d6be64d57d63d410cc85922484d497e6e18d1dba7a4fcbae570ad485afd111,435692,435693,6,false,false,0
13942226,435694,true,0xfd8252a0e33604f6d2c7d2e8bd33feafe211e8d911dce0f74241847fe14654c8,true,0xfd8252a0e33604f6d2c7d2e8bd33feafe211e8d911dce0f74241847fe14654c8,13942226,0,0xfd8252a0e33604f6d2c7d2e8bd33feafe211e8d911dce0f74241847fe14654c8,435692,435693,4,false,false,0
13942227,435694,true,0xa5b8aec02bca80e68b9e34752597d78d57c9f8c22c5f44df458e736fb2a46c93,true,0xa5b8aec02bca80e68b9e34752597d78d57c9f8c22c5f44df458e736fb2a46c93,13942227,0,0xa5b8aec02bca80e68b9e34752597d78d57c9f8c22c5f44df458e736fb2a46c93,435692,435693,3,false,false,0
13942228,435694,true,0xc9cae3893f5805f32ce34e43b7d2093d73585ecdb8bafd98e85cc0d29fbfcaf7,true,0xa5b8aec02bca80e68b9e34752597d78d57c9f8c22c5f44df458e736fb2a46c93,13942227,1,0xc9cae3893f5805f32ce34e43b7d2093d73585ecdb8bafd98e85cc0d29fbfcaf7,435692,435693,6,false,false,0
13942229,435694,true,0x74192c4e9a771886e6c9ec706a2d9a048e17771fe7ec8fb949b955e31cb379cf,true,0x74192c4e9a771886e6c9ec706a2d9a048e17771fe7ec8fb949b955e31cb379cf,13942229,0,0x74192c4e9a771886e6c9ec706a2d9a048e17771fe7ec8fb949b955e31cb379cf,435692,435693,2,false,false,0
13942230,435694,true,0xb3bfc95f8f695921975f76d6e52628da0965ded61e78a0b41af5b29fb8962c6c,true,0xb3bfc95f8f695921975f76d6e52628da0965ded61e78a0b41af5b29fb8962c6c,13942230,0,0xb3bfc95f8f695921975f76d6e52628da0965ded61e78a0b41af5b29fb8962c6c,435692,435693,2,false,false,0
13942231,435694,true,0x19371cd2a0482d1ab903ce50a78ed502d7a586794fec964501817a11488861bd,true,0x19371cd2a0482d1ab903ce50a78ed502d7a586794fec964501817a11488861bd,13942231,0,0x19371cd2a0482d1ab903ce50a78ed502d7a586794fec964501817a11488861bd,435692,435693,4,false,false,0
13942232,435694,true,0xc62d51d1089963a8a14b91976b189144383df880f643831cc817ff0235d1197c,true,0xc62d51d1089963a8a14b91976b189144383df880f643831cc817ff0235d1197c,13942232,0,0xc62d51d1089963a8a14b91976b189144383df880f643831cc817ff0235d1197c,435692,435693,7,false,false,0
13942233,435694,true,0x0243b65ca99016c90fed5e84cfdf12662122c82d920797fe5b49654b4d61c819,true,0x0243b65ca99016c90fed5e84cfdf12662122c82d920797fe5b49654b4d61c819,13942233,0,0x0243b65ca99016c90fed5e84cfdf12662122c82d920797fe5b49654b4d61c819,435692,435693,2,false,false,0
13942234,435694,true,0xe5d7e35e7585802d2ce1081774c32c8cadf72a66f2d91d023369c5bbd13c4ed7,true,0xe5d7e35e7585802d2ce1081774c32c8cadf72a66f2d91d023369c5bbd13c4ed7,13942234,0,0xe5d7e35e7585802d2ce1081774c32c8cadf72a66f2d91d023369c5bbd13c4ed7,435692,435693,1,false,false,0
13942235,435694,true,0x47f97bb8fcb5e81d39b8aefbc7a4244fb0d8a4a6f7a635ec2e448b4aab2ae50b,true,0x47f97bb8fcb5e81d39b8aefbc7a4244fb0d8a4a6f7a635ec2e448b4aab2ae50b,13942235,0,0x47f97bb8fcb5e81d39b8aefbc7a4244fb0d8a4a6f7a635ec2e448b4aab2ae50b,435692,435693,6,false,false,0
13942236,435694,true,0xe4fc63492510679e406d47d1f4c15557bb6baeb152c6a020690fcf122bbd5f13,true,0xe4fc63492510679e406d47d1f4c15557bb6baeb152c6a020690fcf122bbd5f13,13942236,0,0xe4fc63492510679e406d47d1f4c15557bb6baeb152c6a020690fcf122bbd5f13,435692,435693,3,false,false,0
13942237,435694,true,0xc07f7d6f49485c41b371a4735ed0f5e2f4ae6d4ad1a9275fc198b99adfc8f87d,true,0xc07f7d6f49485c41b371a4735ed0f5e2f4ae6d4ad1a9275fc198b99adfc8f87d,13942237,0,0xc07f7d6f49485c41b371a4735ed0f5e2f4ae6d4ad1a9275fc198b99adfc8f87d,435692,435693,2,false,false,0
13942238,435694,true,0xe127044c6df1fb05770f23d9044a21295f028b095562ae5b1d169be0e6669391,true,0xe127044c6df1fb05770f23d9044a21295f028b095562ae5b1d169be0e6669391,13942238,0,0xe127044c6df1fb05770f23d9044a21295f028b095562ae5b1d169be0e6669391,435692,435693,6,false,false,0
13942239,435694,true,0x61743dc31ffe72c1690797228582b95e1957ded903525f1ecaa3601e603512e4,true,0x61743dc31ffe72c1690797228582b95e1957ded903525f1ecaa3601e603512e4,13942239,0,0x61743dc31ffe72c1690797228582b95e1957ded903525f1ecaa3601e603512e4,435693,435694,2,false,false,0
13942240,435695,true,0xb390186d9ceea40f70f58f16bcb6276fc9136cbf3b6a364050e9a8d66fbb091b,true,0xb390186d9ceea40f70f58f16bcb6276fc9136cbf3b6a364050e9a8d66fbb091b,13942240,0,0xb390186d9ceea40f70f58f16bcb6276fc9136cbf3b6a364050e9a8d66fbb091b,435693,435694,4,true,false,0
13942241,435695,true,0xfcb99484e28e7fc06f937a52a66abf46646119d003e84d72b3fbeee7fa30c21d,true,0xfcb99484e28e7fc06f937a52a66abf46646119d003e84d72b3fbeee7fa30c21d,13942241,0,0xfcb99484e28e7fc06f937a52a66abf46646119d003e84d72b3fbeee7fa30c21d,435693,435694,2,false,false,0
13942242,435695,true,0x3c73dd11114c0b8e0375ac5642ada20100bf8995848eacbfa9fa0603b31f0b36,true,0x3c73dd11114c0b8e0375ac5642ada20100bf8995848eacbfa9fa0603b31f0b36,13942242,0,0x3c73dd11114c0b8e0375ac5642ada20100bf8995848eacbfa9fa0603b31f0b36,435693,435694,4,false,false,0
13942243,435695,true,0xe0ab0f0bb696f89939042916fb5bb9cd44d3967e5bc97cec0ffa94b6f0527793,true,0xe0ab0f0bb696f89939042916fb5bb9cd44d3967e5bc97cec0ffa94b6f0527793,13942243,0,0xe0ab0f0bb696f89939042916fb5bb9cd44d3967e5bc97cec0ffa94b6f0527793,435693,435694,8,false,false,0
13942244,435695,true,0x8c5f044f010f4411dec93b37662789a41c833ff1840d6a4041c01dad644c08da,true,0x8c5f044f010f4411dec93b37662789a41c833ff1840d6a4041c01dad644c08da,13942244,0,0x8c5f044f010f4411dec93b37662789a41c833ff1840d6a4041c01dad644c08da,435693,435694,8,false,false,0
13942245,435695,true,0x776854738d02bf9825bd591890aea9bf1125776e2a03b4e6e4ec393a0b7a85c1,true,0x776854738d02bf9825bd591890aea9bf1125776e2a03b4e6e4ec393a0b7a85c1,13942245,0,0x776854738d02bf9825bd591890aea9bf1125776e2a03b4e6e4ec393a0b7a85c1,435693,435694,7,false,false,0
13942246,435695,true,0x1b5ef79a1ddf3ed919690456640ebafc54e2d407330dd23aa36f943df9592faa,true,0x1b5ef79a1ddf3ed919690456640ebafc54e2d407330dd23aa36f943df9592faa,13942246,0,0x1b5ef79a1ddf3ed919690456640ebafc54e2d407330dd23aa36f943df9592faa,435693,435694,2,false,false,0
